NU_INSCRICAO;NU_ANO;TP_FAIXA_ETARIA;TP_SEXO;TP_ESTADO_CIVIL;TP_COR_RACA;TP_NACIONALIDADE;TP_ST_CONCLUSAO;TP_ANO_CONCLUIU;TP_ESCOLA;TP_ENSINO;IN_TREINEIRO;CO_MUNICIPIO_ESC;NO_MUNICIPIO_ESC;CO_UF_ESC;SG_UF_ESC;TP_DEPENDENCIA_ADM_ESC;TP_LOCALIZACAO_ESC;TP_SIT_FUNC_ESC;CO_MUNICIPIO_PROVA;NO_MUNICIPIO_PROVA;CO_UF_PROVA;SG_UF_PROVA;TP_PRESENCA_CN;TP_PRESENCA_CH;TP_PRESENCA_LC;TP_PRESENCA_MT;CO_PROVA_CN;CO_PROVA_CH;CO_PROVA_LC;CO_PROVA_MT;NU_NOTA_CN;NU_NOTA_CH;NU_NOTA_LC;NU_NOTA_MT;TX_RESPOSTAS_CN;TX_RESPOSTAS_CH;TX_RESPOSTAS_LC;TX_RESPOSTAS_MT;TP_LINGUA;TX_GABARITO_CN;TX_GABARITO_CH;TX_GABARITO_LC;TX_GABARITO_MT;TP_STATUS_REDACAO;NU_NOTA_COMP1;NU_NOTA_COMP2;NU_NOTA_COMP3;NU_NOTA_COMP4;NU_NOTA_COMP5;NU_NOTA_REDACAO;Q001;Q002;Q003;Q004;Q005;Q006;Q007;Q008;Q009;Q010;Q011;Q012;Q013;Q014;Q015;Q016;Q017;Q018;Q019;Q020;Q021;Q022;Q023;Q024;Q025;Q026;Q027
170001663762;2017;13;F;1;3;1;1;11;1;;0;;;;;;;;5300108;Brasília;53;DF;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;;E;B;D;B;4;D;A;B;C;B;A;B;A;B;A;B;A;A;B;B;B;D;A;B;B;A;A
170001674424;2017;10;F;2;1;1;1;7;1;;0;;;;;;;;3509502;Campinas;35;SP;1;1;1;1;392;396;400;404;535.3;556.8;538.6;485.1;BDBAAAADEEDBDCCDDCBDDDCCDBEBBEADDBBEBACACCBAB;ECAAADAAEDBABBDEEAAABBCCDDEAAEDDCBCDDAEBCCBEB;99999BABDEDCCDDCEDBADCBACCBEEEADDDAAAAABBBCEEDBBDE;BBDACBDECBDCABBDABDCDBADBDBCCBCDCBADBDECCBADD;1;BCBBEBAAEDDCBDADEEBADECDCBCDAAEABCEEAAECDCCDA;CDEAEECAEBDBDBBAECDAEBCCCDAEBEABDBEDAADBCDDEC;EDDCDBEEDECCEBDAEDAEDAABEDBBADEDEDDABAABBDCBEABBCC;CCECEECDADBBDBBDBAEBDDABECBDCCDEDBBACAEADAEAC;1;100;120;120;120;100;560;E;E;C;F;2;H;A;B;B;B;B;B;B;B;A;B;A;B;B;A;B;C;A;B;B;A;A
170001674425;2017;7;F;1;1;1;1;4;1;;0;;;;;;;;3106200;Belo Horizonte;31;MG;1;1;1;1;392;397;402;404;426.1;403.9;539.3;423.6;DABECCBCEEAADEABDCDEDAACAADCBCABDBECCEDBABDDB;DADACEDCDBEEECEDBBBBECBDECCEBCABDEBCDCBDADECB;DDEEE99999BDAADEDEADABBBCDBEEACBAABDBDDBAECABBDDDD;CBCDEEBABBCAECBEEBECDEBEDDBBBDEADBCDBCBDABBEC;0;BCBBEBAAEDDCBDADEEBADECDCBCDAAEABCEEAAECDCCDA;ECAEBCDDECADBEABDDBDBDAEBCCCCDEAEDAEBBEDABAEC;DDCDEEDBEECEBADEDEABEDBBBDBCCABAAAABCBDAEDEDDBCDAE;CCECEECDADBBDBBDBAEBDDABECBDCCDEDBBACAEADAEAC;1;140;120;120;140;140;660;E;E;B;D;2;C;A;B;C;A;A;B;A;B;B;A;A;A;B;A;A;C;A;B;B;A;A
170001674426;2017;11;M;2;2;1;1;9;1;;0;;;;;;;;4106902;Curitiba;41;PR;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;;A;B;B;B;8;C;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;C;A;B;A;A;A
170001674427;2017;11;M;1;1;1;1;10;1;;0;;;;;;;;3550308;São Paulo;35;SP;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;;E;E;D;D;1;B;A;B;B;A;A;B;A;A;A;B;A;A;A;A;A;B;A;B;B;A;A
170001674428;2017;5;M;1;3;1;2;0;2;3;0;2928109;Santa Maria da Vitória;29;BA;2;1;1;2928109;Santa Maria da Vitória;29;BA;0;1;1;0;;398;401;;;519.8;474.1;;;DBBBDEEDCDEADDCECECDAADCCEDCBCBABCBCCDAECDCBB;99999BACECCDECADDDDBBAADCCBDAECEADBBDBBEABCACEEADA;;1;;DAEBEABDBEDACDDECADBCCCAECDEECAEBDBDBBAECDAEB;DEDCDBEEDEECABAAEDDCBDEDBAEABBBDEDBBCCDAEBCAABDAED;;4;0;0;0;0;0;0;A;B;C;B;3;B;A;B;B;A;A;B;A;B;A;A;A;A;B;A;A;B;A;A;B;C;A
170001674429;2017;4;M;1;1;1;1;2;1;;0;;;;;;;;3507605;Bragança Paulista;35;SP;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;;B;E;C;F;4;F;A;C;D;B;A;B;A;B;A;B;A;B;C;B;B;D;B;B;B;A;A
170001674430;2017;12;F;1;1;1;1;1;1;;0;;;;;;;;4211900;Palhoça;42;SC;1;1;1;1;394;395;399;405;388.4;521.5;507.6;598.3;AECBCDBBDACEAEDBADCEACDEBAADCBBCAECB.BADDCACE;CDAECABEDAACBEBDADEABEDBACDECEEABBACDDEACDCEB;99999B*BEEBDBCAACDCABDABEEECACDBBDAEDDBAEECCDDDDAE;ACBDCDBDEBECAAAEEABDAEBACDCCDDCAECBBECEABADDA;1;EEAAECDCCDADAADECDCBCDAAEDEEBABCEDDCBEBAABCBB;CDDECADBEABDBEDAECAEBDAEBAEDBDBBAECDAEBCCCCDE;DDCDEEDBEEBDAEDAABCECDAEBADEDEDBBBDEABBCCABAAEDDCB;BBDBADBEECDCCECAEBBDDEDDCCBBACADAEACEADABDECB;1;120;120;100;120;60;520;C;D;C;B;5;E;A;B;C;A;B;B;A;B;A;B;A;A;B;A;B;D;B;A;B;A;A
170001674431;2017;12;F;1;3;1;1;11;1;;0;;;;;;;;1504208;Marabá;15;PA;1;1;1;1;393;398;401;406;572.5;474.9;443.2;398.8;A.AAEDEEEE*EEBAAEEAAEBADDEDEAAADEBEEEEBBBBAEE;AEBECCBABBBBEDDDDAAEBECADDAAEDACCADEDCCAAEAAE;EBACC99999EDDAEAAEDBBBBAAABADBEEEEEEACDDDABAAECAEA;AECBBCDEABDEEEAEDAAAAAEEEEABDEEDEBAAADACDDAEB;0;CCDACDEEAAEABCDAAECDCBADECDEEBDACBEDDBCBBEBAA;DAEBEABDBEDACDDECADBCCCAECDEECAEBDBDBBAECDAEB;DEDCDBEEDEECABAAEDDCBDEDBAEABBBDEDBBCCDAEBCAABDAED;EECDCCECBDBBDBAEBADBECBDDABDEDEAADCCDAEACBBAC;1;120;120;120;140;100;600;F;B;E;B;2;C;A;B;C;B;B;B;A;A;A;B;A;A;B;B;A;C;A;A;A;A;A
170001674432;2017;11;F;2;3;1;1;11;1;;0;;;;;;;;3523404;Itatiba;35;SP;1;1;1;1;394;398;401;405;448;506.3;474.4;540;DCCDEEDBECCDEDCDCBCDBBDEDEDDCEBDEAACEBDCCBABE;ACEADDBDEECABECECCCEDEEAEDCADBBCEBBEEDDEAEBDD;DEDBC99999DCADDDEBBCEEAAAAADCBBCCCEBDCBBECDAEAEDEE;EABABCECEBECBCAAECDCCBCCBCBBCCCDBCEABBCABCCDB;0;EEAAECDCCDADAADECDCBCDAAEDEEBABCEDDCBEBAABCBB;DAEBEABDBEDACDDECADBCCCAECDEECAEBDBDBBAECDAEB;DEDCDBEEDEECABAAEDDCBDEDBAEABBBDEDBBCCDAEBCAABDAED;BBDBADBEECDCCECAEBBDDEDDCCBBACADAEACEADABDECB;1;120;100;80;120;100;520;B;E;A;B;4;F;A;B;C;B;B;B;A;B;A;B;A;A;C;B;B;D;A;B;B;A;A
170001674433;2017;12;M;2;3;1;1;11;1;;0;;;;;;;;2510808;Patos;25;PB;1;1;1;1;394;398;401;405;510.5;577.6;563.4;502.8;DABCADEDACDEBADAEBCDBEACEBDCBEDAECCDEBABCDEBB;CECAAABBDEDACDAECBADDCDADCCBADBACBBDADAECDBED;99999BECCEACEBDAEDACBBDECACADBCACAEBAEDDEBBAABCBED;ECBDCBABEDBCDCCADCBEBDCBBCCCDBEABBDEBADDBCACB;1;EEAAECDCCDADAADECDCBCDAAEDEEBABCEDDCBEBAABCBB;DAEBEABDBEDACDDECADBCCCAECDEECAEBDBDBBAECDAEB;DEDCDBEEDEECABAAEDDCBDEDBAEABBBDEDBBCCDAEBCAABDAED;BBDBADBEECDCCECAEBBDDEDDCCBBACADAEACEADABDECB;1;140;120;120;120;100;600;B;B;A;A;1;B;A;B;D;A;B;B;A;B;A;B;A;A;B;A;A;B;A;B;B;A;A
170001664236;2017;6;F;1;1;1;1;3;1;;0;;;;;;;;4300604;Alvorada;43;RS;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;;B;B;C;C;2;D;A;B;C;A;B;B;B;B;A;B;A;A;B;A;A;C;A;B;A;A;A
170001664237;2017;4;M;1;3;1;1;1;1;;0;;;;;;;;3205309;Vitória;32;ES;1;1;1;1;392;396;400;404;637.5;621.5;543;579.9;BDBBEBACEBACBCACEEBEBEDACEADBBDBAAAECADEDACDA;ECCBEEABDDDDCBBABCBECBECCDBDAEABABEDAAABCDDCE;EECBA99999DCEEDBEDAEDAECBDBDAEEACDDEBEEBBDDECADBDE;CDCAEBBADCCCECDCCAEBDBACEEDACEDCCEBADBEDDBACE;0;BCBBEBAAEDDCBDADEEBADECDCBCDAAEABCEEAAECDCCDA;CDEAEECAEBDBDBBAECDAEBCCCDAEBEABDBEDAADBCDDEC;EDDCDBEEDECCEBDAEDAEDAABEDBBADEDEDDABAABBDCBEABBCC;CCECEECDADBBDBBDBAEBDDABECBDCCDEDBBACAEADAEAC;1;120;120;140;120;120;620;D;E;D;B;4;J;A;D;E;C;A;C;C;B;A;B;A;B;D;B;B;E;B;D;B;A;D
170001664239;2017;5;M;1;3;1;1;4;1;;0;;;;;;;;5201108;Anápolis;52;GO;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;;B;E;D;F;4;G;A;C;D;B;B;B;A;B;A;B;A;A;B;B;A;E;A;B;B;A;A
170001664238;2017;12;M;2;3;1;1;11;1;;0;;;;;;;;1501402;Belém;15;PA;1;1;1;1;394;395;399;405;465.3;592.7;517.6;481.6;DDDCBBDCDDACDEEDDDBCCCADBBDEDEDEDBCCBBDEDDDBB;CDBECADEDACDBEDADEDDBBBBEEEDBAEDDDCDEABDCEBEC;ECDDB99999BDDEEDABECCDEDBADCBCABBEAEACBBEAADAEAADA;CDEEEBDCBBACDBDBEDCEDDDBBDEBEBEDBBBACBCABCDBD;0;EEAAECDCCDADAADECDCBCDAAEDEEBABCEDDCBEBAABCBB;CDDECADBEABDBEDAECAEBDAEBAEDBDBBAECDAEBCCCCDE;DDCDEEDBEEBDAEDAABCECDAEBADEDEDBBBDEABBCCABAAEDDCB;BBDBADBEECDCCECAEBBDDEDDCCBBACADAEACEADABDECB;1;120;120;100;100;60;500;E;E;D;B;3;C;A;B;C;A;A;B;A;A;A;A;A;A;B;B;A;B;A;A;A;A;A
170003334389;2017;11;M;1;1;1;1;8;1;;0;;;;;;;;3204906;São Mateus;32;ES;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;;D;B;C;F;4;G;A;C;D;B;A;B;A;B;A;A;A;A;B;A;A;E;B;C;B;A;A
170003334388;2017;5;F;1;3;1;1;3;1;;0;;;;;;;;5300108;Brasília;53;DF;1;1;1;1;394;395;399;405;690.6;693.7;669.4;754.3;AEBAECDCCAAEADAEBDDACDAACAEEBDBBEBDCBCCAABCBE;CDEEBADEEADEBBDAECAEBDAEBAEDBDBBAECBEBBCCCCEC;99999EBBAEBDAECAAECECDAEBADEDEDBBBCEADBAEABAAEDDCB;EDDBDABEECECEADAEABBCDCBACDBAEADAEACEADABDACD;1;EEAAECDCCDADAADECDCBCDAAEDEEBABCEDDCBEBAABCBB;CDDECADBEABDBEDAECAEBDAEBAEDBDBBAECDAEBCCCCDE;DDCDEEDBEEBDAEDAABCECDAEBADEDEDBBBDEABBCCABAAEDDCB;BBDBADBEECDCCECAEBBDDEDDCCBBACADAEACEADABDECB;1;160;200;200;200;180;940;F;G;D;D;5;P;A;D;D;D;A;B;B;B;A;A;A;B;B;B;A;E;B;B;B;A;D
170003334392;2017;6;M;1;1;1;1;3;1;;0;;;;;;;;3509601;Campo Limpo Paulista;35;SP;1;1;1;1;392;398;401;404;560.7;550.8;500;526.7;EEAADCACAACEAABAEEBEBEBEAAEEAECDBDEEBCCAACACA;EBABDAACBEBABDBDCEBBDCCBEDCAABBDBBDEBCAEABBBD;99999BCDABECBBBCEDBCADDCCAEADBBEDCEDECCEEACAEADAAE;CABECEBECAAACBBAEABABAABBCAABBACBBACEAEBBBBEC;1;BCBBEBAAEDDCBDADEEBADECDCBCDAAEABCEEAAECDCCDA;DAEBEABDBEDACDDECADBCCCAECDEECAEBDBDBBAECDAEB;DEDCDBEEDEECABAAEDDCBDEDBAEABBBDEDBBCCDAEBCAABDAED;CCECEECDADBBDBBDBAEBDDABECBDCCDEDBBACAEADAEAC;1;120;140;100;100;100;560;B;A;C;F;4;C;A;B;B;A;A;B;A;B;A;A;A;A;C;B;A;E;A;B;B;A;A
170003334391;2017;13;F;1;1;1;1;11;1;;0;;;;;;;;3550308;São Paulo;35;SP;1;1;1;1;391;397;402;403;490.2;513.3;537.7;550.2;CEAEBADDDBEDBCAEDCEDEBCAEDBEDDABBDBBADBAAEBDE;AEACADDAEABABDABADAEEEDCACBDCDAADABEBBDECABAC;99999EDEDCCEEADEDEDECBBAAABDEAAEDAEADDAAEAEEDBADAE;CCACBCACAABDECAAEEABBCDBCCCBBCBCBBCBCADBDCEBC;1;DEEBDABCBBEDDCBABCADECEBAADAAECDCBCCDACDEEAAE;ECAEBCDDECADBEABDDBDBDAEBCCCCDEAEDAEBBEDABAEC;DDCDEEDBEECEBADEDEABEDBBBDBCCABAAAABCBDAEDEDDBCDAE;ADBCCECBBDBAEBBDDDABDCCDEDECBEACDAEAABBACEECD;1;120;120;80;120;80;520;E;F;C;D;2;B;A;B;B;A;B;B;A;B;A;B;A;A;B;A;A;B;A;B;B;A;A
170003334390;2017;12;F;2;3;1;1;11;1;;0;;;;;;;;3106705;Betim;31;MG;1;1;1;1;391;396;400;403;563.4;607.6;536.1;549.4;EEEBCADADAEEBAACCBEDBAADACDECDDEDDCDDCADBEEAE;CEBAEDCAACEBBBCADADCEACEEDBABEDBBBCDAABECDCEC;EECBC99999BCEBDEEBBAAABDEDBCAEEDDEAABDDBCDCEDADBEE;CAAAECEDCADDDDBCBBAEDCDABECCABDACEBCADBACDEDD;0;DEEBDABCBBEDDCBABCADECEBAADAAECDCBCCDACDEEAAE;CDEAEECAEBDBDBBAECDAEBCCCDAEBEABDBEDAADBCDDEC;EDDCDBEEDECCEBDAEDAEDAABEDBBADEDEDDABAABBDCBEABBCC;ADBCCECBBDBAEBBDDDABDCCDEDECBEACDAEAABBACEECD;1;140;120;100;100;80;540;D;B;C;F;3;D;A;B;C;A;A;B;A;A;A;B;A;A;B;A;A;C;A;B;B;A;A
170003334393;2017;11;M;1;2;1;1;8;1;;0;;;;;;;;2927408;Salvador;29;BA;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;;E;F;C;C;3;G;A;B;C;A;B;B;A;B;A;B;A;A;C;A;A;B;B;B;B;A;A
170003334394;2017;11;F;1;2;1;1;10;1;;0;;;;;;;;1508001;Tomé-Açu;15;PA;1;1;1;1;391;396;400;403;454.2;472.9;412.8;445.6;ADAEAEBDBDBCDDBBDEDDBCBABBDCBAACADEADBADDEBCE;CCDADDEDADCADAABBADEBECECDAECADCCCDDAEDBCADDB;99999AEDDDEEBDCBBACEAAEAEAEACCEBACEDCACCACECDADBCE;CEBADAEDBCADDCCEADCADCDCBDEACEECDCACEBEACDEAD;1;DEEBDABCBBEDDCBABCADECEBAADAAECDCBCCDACDEEAAE;CDEAEECAEBDBDBBAECDAEBCCCDAEBEABDBEDAADBCDDEC;EDDCDBEEDECCEBDAEDAEDAABEDBBADEDEDDABAABBDCBEABBCC;ADBCCECBBDBAEBBDDDABDCCDEDECBEACDAEAABBACEECD;1;120;140;100;100;120;580;D;D;F;B;6;B;A;B;C;A;B;B;A;B;A;A;A;A;B;A;A;B;A;A;A;A;A
170001664240;2017;6;M;1;1;1;1;2;1;;0;;;;;;;;3304904;São Gonçalo;33;RJ;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;;H;F;F;B;3;E;A;B;C;B;A;B;B;B;A;A;A;B;B;A;A;C;B;B;B;A;A
170001664242;2017;7;F;1;1;1;1;5;1;;0;;;;;;;;4115804;Medianeira;41;PR;1;1;1;1;393;397;402;406;541.6;633.5;619.1;691.9;AEBDBDDABCCEEABAEDBCCAADDBDECDEDCBEACDCBECDAB;AEBECCDBCCADEEABDDBEBCACBDCCCECAEDDADBCDAAEEC;DDCCE99999BEBADEDEADCDBBBABCEAEDAABDCBDBEDEDCBBDAE;CEECCDECBEDBDBDBBACADDBCEABDCCEAEAEADBDCDBBCA;0;CCDACDEEAAEABCDAAECDCBADECDEEBDACBEDDBCBBEBAA;ECAEBCDDECADBEABDDBDBDAEBCCCCDEAEDAEBBEDABAEC;DDCDEEDBEECEBADEDEABEDBBBDBCCABAAAABCBDAEDEDDBCDAE;EECDCCECBDBBDBAEBADBECBDDABDEDEAADCCDAEACBBAC;1;140;140;120;120;100;620;B;B;A;D;3;C;A;C;D;B;A;C;B;C;B;B;A;B;B;A;B;D;A;C;B;A;A
